id_binyan,lat,lon,height,height_source,floors,height_recorded,height_dsm,building_type,building_name,year
940,32.0536935,34.7874603,10.81,recorded,2.0,10.81,8.936116,מבנה ציבור,,1954.0
948,32.0531371,34.7933554,9.4,recorded,2.0,9.4,5.1842403,מבנה רגיל,,1949.0
966,32.048849,34.7982599,12.81,recorded,3.0,12.81,9.841062,מבנה רגיל,,1997.0
980,32.0493796,34.7929616,8.66,recorded,1.0,8.66,4.0699997,מבנה רגיל,,1962.0
991,32.048306,34.7934964,12.62,recorded,3.0,12.62,10.266795,מבנה רגיל,,1996.0
998,32.0488116,34.790647,6.83,recorded,1.0,6.83,4.5075436,מבנה רגיל,,
1005,32.0489599,34.7917677,8.03,recorded,2.0,8.03,6.350287,מבנה רגיל,,1949.0
1016,32.0491538,34.7907205,5.31,recorded,1.0,5.31,6.049999,מבנה רגיל,,1954.0
1023,32.0503281,34.7891326,8.39,recorded,2.0,8.39,6.300444,מבנה רגיל,,1952.0
1030,32.0520533,34.7931766,7.08,recorded,1.0,7.08,3.4969113,מבנה רגיל,,1953.0
1041,32.0529508,34.7936052,15.0,recorded,4.0,15.0,12.369999,מבנה רגיל,,2001.0
1048,32.0553767,34.7919699,9.25,recorded,1.0,9.25,7.334999,מבנה רגיל,,1958.0
1056,32.0529466,34.7926269,6.26,recorded,1.0,6.26,4.2499504,מבנה רגיל,,1949.0
1067,32.0504021,34.7872855,14.93,recorded,3.0,14.93,13.550581,מבנה רגיל,,1998.0
1074,32.049687,34.7920446,8.61,recorded,2.0,8.61,6.02889,מבנה רגיל,,1950.0
1081,32.0530691,34.79031,6.51,recorded,1.0,6.51,2.4725766,מבנה רגיל,,
1092,32.0493448,34.7931025,9.54,recorded,2.0,9.54,7.952623,מבנה רגיל,,1953.0
1099,32.0493089,34.7905143,5.92,recorded,1.0,5.92,5.924999,מבנה רגיל,,1949.0
1106,32.0496461,34.7910564,8.4,recorded,2.0,8.4,5.578836,מבנה רגיל,,1949.0
1331,32.0534452,34.7925879,2.48,recorded,1.0,2.48,2.061112,מבנה ארעי,,
1346,32.0519851,34.7864231,9.57,recorded,2.0,9.57,6.7328596,מבנה רגיל,,1950.0
1348,32.0520949,34.7867793,8.39,recorded,2.0,8.39,5.4273133,מבנה רגיל,,1950.0
1366,32.0518628,34.7856434,5.94,recorded,1.0,5.94,4.0149994,מבנה רגיל,,1956.0
1381,32.0525447,34.7928201,1.91,recorded,1.0,1.91,3.036251,מבנה ארעי,,
1383,32.0530007,34.7929766,4.25,recorded,1.0,4.25,2.3050003,מבנה ארעי,,
1398,32.0485399,34.7917338,15.09,recorded,3.0,15.09,12.92,מבנה רגיל,,1997.0
1400,32.0496597,34.7937104,10.15,recorded,1.0,10.15,4.9283767,מבנה רגיל,,1949.0
1415,32.049884,34.7927131,11.66,recorded,3.0,11.66,8.710386,מבנה רגיל,,1949.0
1417,32.0494681,34.7943162,4.92,recorded,1.0,4.92,3.5299988,מבנה רגיל,,1950.0
1432,32.051556,34.7921294,9.71,recorded,2.0,9.71,7.6337495,מבנה רגיל,,1955.0
1434,32.0520605,34.7922418,8.42,recorded,2.0,8.42,6.3618655,מבנה רגיל,,1949.0
1449,32.0435795,34.791072,11.19,recorded,2.0,11.19,10.189782,מבנה רגיל,,1950.0
1451,32.0440372,34.789728,5.96,recorded,1.0,5.96,3.7700005,מבנה רגיל,,
1464,32.0446727,34.7931422,5.6,recorded,1.0,5.6,3.9146967,מבנה רגיל,,1960.0
1466,32.044537,34.7951303,4.33,recorded,1.0,4.33,4.4799995,מבנה רגיל,,1959.0
1498,32.0444788,34.8038014,15.46,recorded,4.0,15.46,13.880119,מבנה רגיל,,1980.0
1500,32.0444553,34.8028861,16.28,recorded,4.0,16.28,14.832919,מבנה רגיל,,1981.0
1515,32.0435682,34.7901607,8.46,recorded,1.0,8.46,7.0834613,מבנה רגיל,,1950.0
1532,32.044564,34.7916364,6.29,recorded,1.0,6.29,4.591249,מבנה רגיל,,1958.0
1534,32.0431831,34.7908844,8.34,recorded,1.0,8.34,7.08,מבנה רגיל,,1956.0
1549,32.0449255,34.793593,5.44,recorded,1.0,5.44,4.499277,מבנה רגיל,,1994.0
1551,32.0452107,34.7926979,10.88,recorded,1.0,10.88,9.676408,מבנה רגיל,,0.0
1598,32.0451588,34.7923609,8.53,recorded,2.0,8.53,6.285,מבנה רגיל,,
1600,32.045091,34.7937491,3.55,recorded,1.0,3.55,2.7777464,מבנה רגיל,,
1615,32.0457856,34.8034617,16.46,recorded,4.0,16.46,14.469874,מבנה רגיל,,1981.0
1617,32.0456887,34.8025953,7.47,recorded,2.0,7.47,6.150036,מבנה רגיל,,1998.0
1632,32.0447844,34.7991768,10.88,recorded,1.0,10.88,9.68,מבנה ארעי,,
1634,32.0451549,34.7987561,5.55,recorded,1.0,5.55,3.102541,מבנה רגיל,,0.0
1649,32.0434969,34.790585,11.19,recorded,2.0,11.19,9.625681,מבנה רגיל,,1954.0
1651,32.0437613,34.7901519,8.03,recorded,1.0,8.03,7.21747,מבנה רגיל,,1953.0
1666,32.0454685,34.7945572,9.2,recorded,1.0,9.2,6.243061,מבנה רגיל,,
1118,32.0528493,34.788601,15.94,recorded,3.0,15.94,13.215,מבנה רגיל,,2013.0
1123,32.0532694,34.7937625,3.09,recorded,1.0,3.09,1.2601352,מבנה ארעי,,
1125,32.0508005,34.794223,6.42,recorded,2.0,6.42,5.7921433,מבנה רגיל,,1951.0
1148,32.0524189,34.7906415,4.99,recorded,1.0,4.99,3.8334255,מבנה רגיל,,1949.0
1150,32.0517338,34.7909065,8.69,recorded,2.0,8.69,5.203275,מבנה רגיל,,1949.0
1157,32.0532817,34.7867788,14.01,recorded,1.0,14.01,11.52,מבנה ארעי,,
1159,32.0508414,34.7939589,7.72,recorded,2.0,7.72,6.4686766,מבנה רגיל,,1950.0
1182,32.0503619,34.7890055,4.78,recorded,1.0,4.78,3.25,מבנה רגיל,,1952.0
1185,32.0504424,34.7886215,10.02,recorded,2.0,10.02,5.54157,מבנה רגיל,,1952.0
1192,32.0506813,34.7876854,8.15,recorded,2.0,8.15,6.6150017,מבנה רגיל,,1951.0
1194,32.0507605,34.7881604,5.99,recorded,1.0,5.99,6.2599983,מבנה רגיל,,1950.0
1218,32.0519792,34.7873315,8.37,recorded,2.0,8.37,5.9627876,מבנה רגיל,,1947.0
1220,32.0520025,34.790039,5.77,recorded,1.0,5.77,4.9867063,מבנה רגיל,,1950.0
1225,32.0524028,34.7895863,15.76,recorded,3.0,15.76,11.770872,מבנה רגיל,,1953.0
1227,32.0525092,34.7896204,12.06,recorded,2.0,12.06,8.414545,מבנה רגיל,,1953.0
1250,32.0534465,34.7896723,7.91,recorded,1.0,7.91,6.9259524,מבנה רגיל,,
1259,32.0537619,34.7898035,7.48,recorded,1.0,7.48,7.9722433,מבנה רגיל,,
1261,32.0537593,34.7890121,11.96,recorded,3.0,11.96,8.877424,מבנה רגיל,,1949.0
1284,32.0498999,34.7915951,5.09,recorded,2.0,5.09,5.334999,מבנה רגיל,,1949.0
1286,32.0500309,34.790322,8.82,recorded,2.0,8.82,5.7342606,מבנה רגיל,,1950.0
1293,32.0501578,34.7912632,9.13,recorded,3.0,9.13,7.506833,מבנה רגיל,,1949.0
1318,32.0511923,34.7902411,6.98,recorded,1.0,6.98,2.1513085,מבנה רגיל,,1949.0
1320,32.0512344,34.7905825,10.16,recorded,3.0,10.16,7.299999,מבנה רגיל,,1949.0
1325,32.0508704,34.7903554,11.93,recorded,2.0,11.93,8.469645,מבנה רגיל,,1958.0
1327,32.0520524,34.787132,4.35,recorded,2.0,4.35,7.7953215,מבנה רגיל,,1947.0
1329,32.0535858,34.7921504,4.6,recorded,1.0,4.6,4.9880605,מבנה רגיל,,1949.0
1352,32.0523973,34.7933194,7.91,recorded,1.0,7.91,3.2441711,מבנה רגיל,,1951.0
1354,32.0524283,34.7861238,6.54,recorded,1.0,6.54,3.83,מבנה רגיל,,
1359,32.0524879,34.7933354,6.2,recorded,1.0,6.2,3.397143,מבנה רגיל,,1950.0
1361,32.0525207,34.7929421,3.12,recorded,1.0,3.12,1.2000008,מבנה ארעי,,
1385,32.0530267,34.7925316,0.41,recorded,1.0,0.41,2.6900005,מבנה ארעי,,
1387,32.0530702,34.7924249,8.92,recorded,2.0,8.92,6.534508,מבנה רגיל,,1984.0
1394,32.0493256,34.7920327,5.15,recorded,1.0,5.15,3.1350002,מבנה רגיל,,1952.0
1396,32.0484465,34.7912445,8.67,recorded,2.0,8.67,6.6262712,מבנה רגיל,,1949.0
1795,32.0522447,34.7793534,10.95,recorded,1.0,10.95,8.037666,מבנה ציבור,,1970.0
1796,32.0516717,34.7796148,8.19,recorded,1.0,8.19,5.170126,מבנה רגיל,,
1813,32.0524668,34.7783159,5.64,recorded,1.0,5.64,8.663861,מבנה רגיל,,1950.0
1814,32.0525223,34.7781799,9.19,recorded,1.0,9.19,5.166481,מבנה רגיל,,
1831,32.0501368,34.7828291,7.1,recorded,1.0,7.1,3.045,מבנה ארעי,,
1845,32.0512602,34.7793643,2.57,recorded,1.0,2.57,3.2799988,מבנה רגיל,,
1846,32.0518994,34.780246,5.48,recorded,1.0,5.48,3.1638231,מבנה רגיל,,
1863,32.0475969,34.7855633,9.76,recorded,2.0,9.76,8.3637295,מבנה רגיל,,1958.0
1864,32.0476146,34.7806733,13.88,recorded,4.0,13.88,11.418684,מבנה רגיל,,1961.0
1878,32.0520111,34.7804972,5.14,recorded,1.0,5.14,3.8412325,מבנה ארעי,,1900.0
1881,32.0517718,34.7776963,6.3,recorded,2.0,6.3,9.3608,מבנה רגיל,,1949.0
1895,32.0478343,34.780765,13.71,recorded,4.0,13.71,11.5753975,מבנה רגיל,,1960.0
1896,32.0493188,34.7798023,10.15,recorded,1.0,10.15,8.378596,מבנה רגיל,,1952.0
1913,32.0528929,34.778159,11.02,recorded,1.0,11.02,5.2518797,מבנה רגיל,,1949.0
1914,32.0513765,34.7775859,9.59,recorded,2.0,9.59,9.244999,מבנה רגיל,,1949.0
1928,32.0512332,34.7768923,8.99,recorded,2.0,8.99,10.12389,מבנה רגיל,,1950.0
1931,32.0507983,34.7781259,7.58,recorded,1.0,7.58,3.5371358,מבנה רגיל,,1947.0
1945,32.0531561,34.7807631,3.38,recorded,1.0,3.38,4.636644,מבנה רגיל,,1950.0
1946,32.0531494,34.7808088,3.06,recorded,1.0,3.06,4.356775,מבנה רגיל,,1949.0
1963,32.0510863,34.7792753,8.44,recorded,1.0,8.44,3.3127856,מבנה רגיל,,1948.0
1964,32.051245,34.7788598,10.03,recorded,2.0,10.03,7.709128,מבנה רגיל,,1948.0
1978,32.0516958,34.7797916,16.95,recorded,1.0,16.95,13.40237,מבנה רגיל,,2017.0
1981,32.0517456,34.7770617,14.18,recorded,1.0,14.18,7.079024,מבנה רגיל,,1939.0
1995,32.0539262,34.7780867,10.83,recorded,1.0,10.83,5.296112,מבנה רגיל,,1949.0
1996,32.0537556,34.778096,9.02,recorded,2.0,9.02,7.4590673,מבנה רגיל,,1949.0
2013,32.054583,34.7814381,6.42,recorded,1.0,6.42,3.7447517,מבנה רגיל,,1949.0
2014,32.0541351,34.7813295,9.83,recorded,3.0,9.83,11.348183,מבנה רגיל,,1950.0
2031,32.0547746,34.7805898,4.87,recorded,1.0,4.87,2.8050003,מבנה רגיל,,1950.0
2046,32.058816,34.7793179,16.48,recorded,4.0,16.48,15.693784,מבנה רגיל,,1967.0
2047,32.0587741,34.779479,5.03,recorded,1.0,5.03,2.5752168,מבנה רגיל,,1975.0
2064,32.05549,34.7815568,8.4,recorded,2.0,8.4,6.7966046,מבנה רגיל,,
2065,32.0582528,34.7777904,14.65,recorded,2.0,14.65,8.593569,מבנה ציבור,,1989.0
2081,32.0531763,34.7840657,42.1,recorded,1.0,42.1,0.05540508,מבנה רגיל,,
1090,32.0518794,34.7886836,18.07,recorded,2.0,18.07,16.379723,מבנה ציבור,,2019.0
1101,32.0520754,34.7898515,11.72,recorded,2.0,11.72,5.6487317,מבנה רגיל,,1957.0
1108,32.0493859,34.791005,12.0,recorded,2.0,12.0,6.295,מבנה רגיל,,1954.0
1115,32.0521276,34.7924773,0.84,recorded,1.0,0.84,1.4949989,מבנה ארעי,,
1126,32.0508891,34.7943704,10.63,recorded,2.0,10.63,7.613013,מבנה רגיל,,1950.0
1133,32.0516629,34.7924794,8.81,recorded,1.0,8.81,5.978456,מבנה רגיל,,1949.0
1151,32.0517493,34.7923434,3.91,recorded,1.0,3.91,2.7219884,מבנה רגיל,,1951.0
1158,32.053362,34.7923154,9.78,recorded,3.0,9.78,8.439999,מבנה רגיל,,1985.0
1165,32.0517566,34.7889136,3.13,recorded,1.0,3.13,1.5950012,מבנה ארעי,,
1176,32.0501595,34.789122,5.24,recorded,1.0,5.24,4.08,מבנה רגיל,,1961.0
1184,32.0504354,34.7883593,8.48,recorded,2.0,8.48,5.794998,מבנה רגיל,,1960.0
1191,32.0506518,34.7887276,4.7,recorded,1.0,4.7,3.0600014,מבנה רגיל,,1951.0
1203,32.0512071,34.7870826,2.47,recorded,1.0,2.47,3.8950005,מבנה ארעי,,
1217,32.0516651,34.7872574,8.6,recorded,2.0,8.6,5.165001,מבנה רגיל,,1957.0
1235,32.0507839,34.7879887,14.78,recorded,3.0,14.78,12.5430765,מבנה רגיל,,1952.0
1242,32.0521548,34.7896768,8.05,recorded,3.0,8.05,8.812111,מבנה רגיל,,1949.0
1253,32.0526379,34.789824,11.61,recorded,3.0,11.61,8.34,מבנה רגיל,,1949.0
1260,32.0536998,34.7899376,14.65,recorded,4.0,14.65,12.060738,מבנה רגיל,,1949.0
1267,32.0498616,34.7902299,5.34,recorded,1.0,5.34,3.205,מבנה רגיל,,1949.0
1278,32.0495592,34.7906467,7.91,recorded,2.0,7.91,6.409445,מבנה רגיל,,1949.0
1285,32.0500284,34.7900099,6.65,recorded,3.0,6.65,7.529999,מבנה רגיל,,1949.0
1292,32.0501222,34.7901823,4.39,recorded,1.0,4.39,3.1227348,מבנה רגיל,,1948.0
1303,32.0506707,34.7909953,8.27,recorded,1.0,8.27,7.310273,מבנה רגיל,,1949.0
1310,32.0509714,34.7907551,10.31,recorded,3.0,10.31,10.177977,מבנה רגיל,,1948.0
1317,32.0511471,34.7912995,10.5,recorded,3.0,10.5,8.070981,מבנה רגיל,,1950.0
1328,32.0534661,34.7908209,5.78,recorded,1.0,5.78,5.834999,מבנה רגיל,,1934.0
1342,32.0494188,34.7947258,10.73,recorded,2.0,10.73,9.327482,מבנה רגיל,,1951.0
1353,32.0523709,34.7862957,5.91,recorded,1.0,5.91,3.0250015,מבנה רגיל,,1951.0
1360,32.0524878,34.793153,11.79,recorded,2.0,11.79,8.555228,מבנה רגיל,,1950.0
1368,32.0531638,34.7926876,7.11,recorded,2.0,7.11,5.33,מבנה רגיל,,1952.0
1379,32.0540347,34.7871929,5.99,recorded,1.0,5.99,4.106683,מבנה ציבור,,1963.0
1386,32.0529964,34.7924333,11.88,recorded,3.0,11.88,9.091434,מבנה רגיל,,1950.0
1117,32.0508146,34.7912346,12.28,recorded,1.0,12.28,5.5527773,מבנה רגיל,,
1124,32.053288,34.7938721,3.0,recorded,1.0,3.0,0.9684413,מבנה ארעי,,
1131,32.0515732,34.791998,11.96,recorded,2.0,11.96,8.440937,מבנה רגיל,,1950.0
1142,32.052232,34.791098,4.7,recorded,1.0,4.7,3.5637407,מבנה רגיל,,1949.0
1149,32.0525475,34.7935357,6.95,recorded,2.0,6.95,5.865,מבנה רגיל,,1950.0
1167,32.0506663,34.7878323,5.2,recorded,1.0,5.2,4.0699997,מבנה רגיל,,1951.0
1174,32.0501268,34.7884346,8.23,recorded,2.0,8.23,6.116551,מבנה רגיל,,1974.0
1181,32.0503143,34.7889353,2.78,recorded,1.0,2.78,2.3150005,מבנה ארעי,,
1186,32.0504424,34.7879314,10.14,recorded,3.0,10.14,9.797139,מבנה רגיל,,1958.0
1193,32.0503213,34.7887042,5.33,recorded,2.0,5.33,5.8702545,מבנה רגיל,,1954.0
1208,32.0512296,34.7892978,7.99,recorded,2.0,7.99,6.1117024,מבנה רגיל,,1952.0
1212,32.0512695,34.7881816,8.42,recorded,2.0,8.42,7.189804,מבנה רגיל,,1947.0
1219,32.0520661,34.7872956,3.0,recorded,1.0,3.0,1.5649986,מבנה רגיל,,
1226,32.052447,34.7883134,12.11,recorded,2.0,12.11,8.6858015,מבנה רגיל,,1948.0
1237,32.0508232,34.7887103,8.75,recorded,2.0,8.75,6.125,מבנה רגיל,,1949.0
1244,32.0525215,34.7888043,9.55,recorded,2.0,9.55,6.0200005,מבנה רגיל,,1949.0
1251,32.0534751,34.7888247,11.34,recorded,2.0,11.34,5.34,מבנה ציבור,,1951.0
1262,32.0537623,34.7892102,10.47,recorded,3.0,10.47,8.367428,מבנה רגיל,,1949.0
1269,32.0497772,34.7902723,11.2,recorded,2.0,11.2,9.031633,מבנה רגיל,,1949.0
1276,32.0486054,34.7923921,0.92,recorded,1.0,0.92,3.4275916,מבנה ארעי,,
1287,32.0500571,34.7902501,2.79,recorded,1.0,2.79,2.0250015,מבנה ארעי,,
1294,32.0497851,34.7918815,13.66,recorded,3.0,13.66,10.905001,מבנה רגיל,,1949.0
1301,32.0506485,34.7910801,12.02,recorded,3.0,12.02,9.182971,מבנה רגיל,,1949.0
1312,32.0510506,34.7909138,4.13,recorded,1.0,4.13,2.08,מבנה רגיל,,1949.0
1319,32.0512109,34.7901059,7.34,recorded,2.0,7.34,7.881678,מבנה רגיל,,1960.0
1337,32.0500045,34.795119,5.01,recorded,1.0,5.01,2.1167037,מבנה רגיל,,1952.0
1344,32.0504715,34.7956047,10.93,recorded,2.0,10.93,8.215,מבנה רגיל,,1969.0
1351,32.0523034,34.7862606,4.74,recorded,1.0,4.74,2.3799992,מבנה רגיל,,1949.0
1363,32.0526232,34.7931869,11.93,recorded,2.0,11.93,9.301981,מבנה רגיל,,1986.0
1370,32.0532583,34.7926696,4.81,recorded,1.0,4.81,2.455,מבנה רגיל,,1949.0
1377,32.0534606,34.7927765,6.71,recorded,2.0,6.71,5.3050003,מבנה ציבור,,1952.0
1388,32.0535587,34.7926813,9.44,recorded,1.0,9.44,4.6166673,מבנה רגיל,,1940.0
1395,32.0484473,34.7925377,5.6,recorded,1.0,5.6,3.6486273,מבנה רגיל,,1949.0
1402,32.0497573,34.7917365,5.5,recorded,1.0,5.5,2.9900017,מבנה רגיל,,1949.0
1668,32.045496,34.7947944,5.4,recorded,1.0,5.4,3.8499985,מבנה רגיל,,1953.0
1698,32.0441993,34.7636083,7.84,recorded,1.0,7.84,5.8430843,מבנה רגיל,,1935.0
1700,32.0442595,34.7639751,10.91,recorded,2.0,10.91,9.304028,מבנה רגיל,,1979.0
1770,32.0504648,34.779524,8.7,recorded,1.0,8.7,3.4712868,מבנה רגיל,,1940.0
1772,32.0508333,34.7796784,4.56,recorded,1.0,4.56,2.4862597,מבנה רגיל,,
1787,32.0515334,34.7783408,8.75,recorded,2.0,8.75,7.2200623,מבנה רגיל,,1960.0
1789,32.0517702,34.7784601,14.89,recorded,1.0,14.89,5.7238727,מבנה רגיל,,1951.0
1804,32.0503443,34.7817523,21.49,recorded,6.0,21.49,16.05388,מבנה רגיל,,1971.0
1806,32.0506732,34.7824441,11.5,recorded,2.0,11.5,8.003425,מבנה רגיל,,1951.0
1819,32.0492924,34.781509,17.49,recorded,6.0,17.49,14.368739,מבנה רגיל,,1971.0
1821,32.0524295,34.7772782,5.08,recorded,1.0,5.08,10.174999,מבנה רגיל,,0.0
1836,32.0531778,34.778263,5.5,recorded,1.0,5.5,4.3549995,מבנה רגיל,,1952.0
1838,32.0541145,34.7782048,12.25,recorded,3.0,12.25,10.9655485,מבנה רגיל,,1947.0
1853,32.052925,34.7813128,11.68,recorded,2.0,11.68,12.112153,מבנה רגיל,,1950.0
1855,32.0485879,34.7833685,14.86,recorded,1.0,14.86,11.7628145,מבנה רגיל,,1970.0
1870,32.049611,34.7806704,9.95,recorded,2.0,9.95,8.676396,מבנה רגיל,,1952.0
1872,32.0510248,34.7806439,8.99,recorded,2.0,8.99,7.2770033,מבנה רגיל,,1952.0
1887,32.0513604,34.7769097,9.53,recorded,1.0,9.53,4.386176,מבנה רגיל,,1952.0
1889,32.0511413,34.7768685,9.85,recorded,2.0,9.85,8.613237,מבנה רגיל,,1950.0
1904,32.0493903,34.7806037,9.17,recorded,2.0,9.17,7.3988132,מבנה רגיל,,1952.0
1906,32.0497217,34.7804512,9.42,recorded,1.0,9.42,8.138059,מבנה רגיל,,1952.0
1921,32.0526873,34.7774436,6.95,recorded,2.0,6.95,5.108553,מבנה רגיל,,1975.0
1923,32.0524229,34.7774247,12.07,recorded,3.0,12.07,10.378649,מבנה רגיל,,1949.0
1936,32.0515023,34.7797542,7.92,recorded,2.0,7.92,8.034504,מבנה רגיל,,1948.0
1938,32.0511989,34.7797434,6.5,recorded,1.0,6.5,4.7688084,מבנה רגיל,,1950.0
1953,32.0507391,34.7796506,6.68,recorded,1.0,6.68,6.0227594,מבנה ארעי,,
1955,32.050869,34.7794868,6.61,recorded,1.0,6.61,4.098174,מבנה רגיל,,1950.0
1970,32.051604,34.7773776,10.32,recorded,2.0,10.32,8.145586,מבנה רגיל,,1948.0
1972,32.0519242,34.7810633,9.97,recorded,2.0,9.97,10.08372,מבנה רגיל,,1952.0
1987,32.0534512,34.7810278,7.13,recorded,1.0,7.13,5.9129367,מבנה רגיל,,1950.0
2098,32.055177,34.7826482,20.36,recorded,5.0,20.36,17.396826,מבנה רגיל,,1959.0
2099,32.054139,34.7835083,8.83,recorded,2.0,8.83,5.537486,מבנה רגיל,,1949.0
2117,32.0340063,34.7472524,7.11,recorded,2.0,7.11,5.137919,מבנה רגיל,,1972.0
2118,32.0342367,34.7468288,18.67,recorded,10.0,18.67,26.890926,מבנה רגיל,,1971.0
2133,32.0371356,34.7481936,3.88,recorded,1.0,3.88,3.88,מבנה רגיל,,
2136,32.0329907,34.7464929,7.54,recorded,1.0,7.54,7.5207148,מבנה רגיל,,1946.0
2137,32.0331339,34.7465143,10.47,recorded,1.0,10.47,8.814999,מבנה רגיל,,
2150,32.0363196,34.7522769,18.4,recorded,4.0,18.4,18.4,מבנה רגיל,,1964.0
2151,32.036376,34.7508421,4.04,recorded,1.0,4.04,4.04,מבנה ציבור,,
2168,32.0338067,34.7445515,9.23,recorded,2.0,9.23,8.266285,מבנה רגיל,,1946.0
2169,32.0338806,34.7443551,5.59,recorded,1.0,5.59,6.0302978,מבנה רגיל,,1952.0
2187,32.0353725,34.7472928,2.89,recorded,1.0,2.89,0.48370248,מבנה ציבור,,
2200,32.0342624,34.7439308,8.79,recorded,1.0,8.79,8.79,מבנה רגיל,,1945.0
2201,32.0360899,34.7461434,4.66,recorded,1.0,4.66,4.66,מבנה רגיל,,
2218,32.0359392,34.7523173,15.94,recorded,4.0,15.94,15.94,מבנה רגיל,,1964.0
2219,32.036129,34.7522964,16.45,recorded,4.0,16.45,16.45,מבנה רגיל,,1964.0
2236,32.0542914,34.7577076,16.89,recorded,1.0,16.89,14.463793,מבנה רגיל,,2013.0
2237,32.0544253,34.7590696,18.79,recorded,3.0,18.79,18.637255,מבנה רגיל,,1946.0
2251,32.0522633,34.7587526,17.14,recorded,4.0,17.14,14.014999,מבנה רגיל,,1955.0
2254,32.0530655,34.7583,18.06,recorded,1.0,18.06,15.6241865,מבנה ארעי,,
2268,32.0534186,34.7582459,15.74,recorded,1.0,15.74,10.295,מבנה רגיל,,1935.0
2269,32.053376,34.7583784,11.21,recorded,1.0,11.21,8.59,מבנה רגיל,,
2286,32.0604955,34.7818195,8.58,recorded,4.0,8.58,4.1380277,מבנה רגיל,,
2287,32.059824,34.7821079,14.61,recorded,3.0,14.61,12.408823,מבנה רגיל,,1946.0
2301,32.0598213,34.7764556,9.48,recorded,1.0,9.48,3.9727457,מבנה רגיל,,
2336,32.0573246,34.7737198,15.49,recorded,4.0,15.49,,מבנה רגיל,,0.0
2337,32.0577475,34.7736618,14.77,recorded,3.0,14.77,12.160136,מבנה רגיל,,1943.0
2351,32.0603476,34.7729019,13.47,recorded,2.0,13.47,11.16,מבנה רגיל,,1936.0
2354,32.0596748,34.7729711,16.32,recorded,4.0,16.32,13.475076,מבנה רגיל,,1939.0
2368,32.0599129,34.7739853,16.07,recorded,3.0,16.07,13.702726,מבנה רגיל,,1934.0
1419,32.0502473,34.7899109,7.33,recorded,1.0,7.33,5.7315674,מבנה רגיל,,
1421,32.0501644,34.7923192,4.84,recorded,1.0,4.84,2.5161595,מבנה רגיל,,1950.0
1428,32.0504216,34.7915375,7.12,recorded,1.0,7.12,5.135305,מבנה רגיל,,1952.0
1430,32.0506155,34.7907571,1.63,recorded,1.0,1.63,1.2950001,מבנה ארעי,,
1455,32.0444282,34.7927542,6.63,recorded,2.0,6.63,5.9385614,מבנה רגיל,,1956.0
1460,32.0444249,34.7928626,8.4,recorded,2.0,8.4,7.704976,מבנה רגיל,,1966.0
1462,32.0445298,34.7929396,8.43,recorded,1.0,8.43,6.647165,מבנה רגיל,,1956.0
1485,32.0440118,34.8040865,4.96,recorded,1.0,4.96,3.3325353,מבנה רגיל,,1976.0
1487,32.0443458,34.7912129,6.35,recorded,1.0,6.35,3.9253309,מבנה רגיל,,1950.0
1494,32.0458203,34.8025822,9.6,recorded,2.0,9.6,7.6448708,מבנה רגיל,,1998.0
1496,32.0446175,34.8041058,15.91,recorded,4.0,15.91,13.796668,מבנה רגיל,,1976.0
1519,32.0437345,34.7913273,6.57,recorded,2.0,6.57,5.8861904,מבנה רגיל,,1949.0
1521,32.0438023,34.7916227,6.52,recorded,1.0,6.52,3.3400002,מבנה רגיל,,
1528,32.0444619,34.7916363,3.54,recorded,1.0,3.54,3.2399998,מבנה רגיל,,1958.0
1530,32.0445265,34.7928354,9.3,recorded,1.0,9.3,5.336631,מבנה רגיל,,1962.0
1553,32.0453751,34.7923677,8.32,recorded,2.0,8.32,7.398883,מבנה רגיל,,1994.0
1555,32.0446975,34.7921968,5.28,recorded,1.0,5.28,3.2370224,מבנה רגיל,,1990.0
1562,32.0425306,34.791198,5.9,recorded,1.0,5.9,3.9049988,מבנה רגיל,,1952.0
1564,32.0425557,34.7901996,3.0,recorded,1.0,3.0,2.4799995,מבנה ארעי,,
1589,32.0442603,34.7950824,7.98,recorded,1.0,7.98,2.5473642,מבנה רגיל,,
1594,32.0446958,34.7923869,11.7,recorded,3.0,11.7,10.34111,מבנה רגיל,,1961.0
1596,32.0448143,34.7922022,12.81,recorded,3.0,12.81,10.737192,מבנה רגיל,,1957.0
1619,32.0444758,34.8041369,15.54,recorded,4.0,15.54,14.004898,מבנה רגיל,,1976.0
1621,32.0442828,34.8005398,56.51,recorded,15.0,56.51,53.42431,מבנה רגיל,,2002.0
1628,32.0458104,34.8014833,16.19,recorded,2.0,16.19,8.62804,מבנה רגיל,,2000.0
1630,32.0444612,34.7989011,6.76,recorded,1.0,6.76,3.8998516,מבנה ציבור,בית כנסת- שערי התקווה,
1653,32.044247,34.7904728,5.26,recorded,1.0,5.26,3.71771,מבנה רגיל,,1958.0
1655,32.0444692,34.7921691,8.69,recorded,2.0,8.69,7.52271,מבנה רגיל,,1960.0
1662,32.045136,34.8005084,6.47,recorded,1.0,6.47,4.252407,מבנה רגיל,,
1664,32.0452962,34.7917949,16.81,recorded,2.0,16.81,13.284923,מבנה רגיל,,1960.0
1687,32.0449371,34.7672503,11.07,recorded,1.0,11.07,10.805986,מבנה ארעי,,0.0
1689,32.0453518,34.767506,10.89,recorded,1.0,10.89,6.478984,מבנה רגיל,,1935.0
1393,32.0492615,34.7915048,5.83,recorded,1.0,5.83,4.959999,מבנה רגיל,,1970.0
